Horse id	Sample id	abbreviation	breed	sex	AGE	body_condition_score	fore_shod	hind_shod	factor_dish_roman	factor_feather	factor_bite	factor_thickness	head_eyewid	head_jawwid	head_length	head_muzcirc	head_eyemouth	head_eyejaw	head_earlength	neck_lengthlevel	neck_lengthdown	neck_throatcirc	neck_basecirc	body_withers	body_croup	body_dock	body_taillength	body_wc_straight	body_wc_contour	body_crouptodock	body_chestwidth	body_heartgirth	body_barrelgirth	fore_forearmlen	fore_cannonlen	fore_cannoncirc	fore_pasternlen	fore_pasterncirc	fore_hooflen	fore_coronetcirc	hind_gaskinlen	hind_cannonlen	hind_cannoncirc	hind_pasternlen	hind_pasterncirc	hind_hooflen	hind_coronetcirc
1459	1140	SDB	Saddlebred	G	24.41643836	4	N	N	3	3	3	3	6.5	8	20.25	23.75	12	9	5.5	40	49	34	60	59.5	59.25	56.75	19	31	33.5	13.5	14.25	69.75	80.5	17.5	11.25	8.25	3.88	8.5	3.5	13.75	23.5	17.5	8.88	3.5	8.75	3.5	14.5
1714	1368	SDB	Saddlebred	G	6.734246575	6	N	N	4	1	3	3	6.5	4.75	20.5	24.25	12.25	8.5	5.75	36.5	48	31.25	50.5	64.5	63.25	60.75	19	31.25	33	14.5	12.5	78	85	17.5	12.25	8	5	8.25	3.75	15.5	24.25	17.5	8.75	5.25	8.25	3.75	15.25
1715	1369	SDB	Saddlebred	M	8.8	6	N	N	3	1	3	3	7	5.25	21.25	22.5	12	8.5	6	36	46	31.75	49.25	62.5	61	59.75	21	33	35.25	15	13	75.5	86	16.5	12.25	8	4	8.25	3.5	15	24.5	17.25	8.75	4.25	8.25	3.5	14.75
4759	1903	SEF	Selle Francais	M	7.320547945	8	N	N	3	1	3	4	8	5.5	21	21.5	12.5	9	7	39	51	36	56	66	67	62	20	33	34	14	18	82.5	95	15	14	8	6	8	3.75	15	21	18	9	6	10	3.75	15
4759	1904	SEF	Selle Francais	M	7.320547945	8	N	N	3	1	3	4	8	5.5	21	21.5	12.5	9	7	39	51	36	56	66	67	62	20	33	34	14	18	82.5	95	15	14	8	6	8	3.75	15	21	18	9	6	10	3.75	15
4766	1905	SEF	Selle Francais	G	10.23561644	7	N	N	3	1	3	4	8	7	22	27.5	13	10	8	43	52	32	59	70	70	64	24	38	40	14	15.5	81	96	18	14	9	5	8	4	17	22	20	9.5	6	9	4	17
4766	1906	SEF	Selle Francais	G	10.23561644	7	N	N	3	1	3	4	8	7	22	27.5	13	10	8	43	52	32	59	70	70	64	24	38	40	14	15.5	81	96	18	14	9	5	8	4	17	22	20	9.5	6	9	4	17
4772	1907	SEF	Selle Francais	M	13.38630137	8	N	N	3	1	3	4	7.5	5.5	22.5	23.5	13	10	7.5	43	53	31	48	63	63	60	21	34	35	15	16	79	100	18	14	8.25	6.5	8.5	4	15	22	19	9.5	7	8.5	4	15
4772	1908	SEF	Selle Francais	M	13.38630137	8	N	N	3	1	3	4	7.5	5.5	22.5	23.5	13	10	7.5	43	53	31	48	63	63	60	21	34	35	15	16	79	100	18	14	8.25	6.5	8.5	4	15	22	19	9.5	7	8.5	4	15
4776	1909	SEF	Selle Francais	M	14.23013699	6	N	N	4	1	3	3	7.5	5.5	22.5	24	12	9	6.5	39	49.5	30	52	62	62	58	21	34	35	14	14.5	77	91	18	13	8	6	8	3	14.5	19	19	9	7	8.5	13.5	8
4776	1910	SEF	Selle Francais	M	14.23013699	6	N	N	4	1	3	3	7.5	5.5	22.5	24	12	9	6.5	39	49.5	30	52	62	62	58	21	34	35	14	14.5	77	91	18	13	8	6	8	3	14.5	19	19	9	7	8.5	13.5	8
4766	1973	SEF	Selle Francais	G	10.23561644	7	N	N	3	1	3	4	8	7	22	27.5	13	10	8	43	52	32	59	70	70	64	24	38	40	14	15.5	81	96	18	14	9	5	8	4	17	22	20	9.5	6	9	4	17
79	68	SHP	Shetland Pony	M	7.816438356	7	N	N	2	3	3	3	5.875	5.5	16.5	21.5	9.375	6	5	25.25	31	26.25	42	40.875	41	41	12	24	25	12	9	59	72.25	11.875	7.25	6.5	2	7.5	2.25	11	12.875	11.25	7	3.25	7.5	3	11
378	166	SHP	Shetland Pony	M	3.249315068	6	N	N	5	3	3	4	5.75	5	15.5	15	9	7	5	24.5	33	23	41	44.5	46.5	42	13	25	25.5	12	11	55	65	14	7.5	5.5	3.5	5.5	2.25	10.25	16	12	6.25	3.5	5.75	2.25	10.5
625	314	SHP	Shetland Pony	G	8.230136986	6	N	N	2	3	3	3	5.5	5.5	16	19	9	7	5	27	34	25	40	44	44	42	13	23	24	10	11.5	56	65	12	8.5	6	4	6	2.5	11	16	13	6.5	4	6.5	2.5	11
796	475	SHP	Shetland Pony	G	17.5260274	6	N	N	2	2	3	3	6	6	14.5	19	9	6	5.25	24	30.5	24	39	42	43.5	40	13.5	25	25.5	9.5	11	54.75	59.5	11	8	6.5	1.5	6.25	2.5	9.5	15	12.75	7	2.5	7	2.5	11
852	528	SHP	Shetland Pony	G	7.063013699	7	N	N	3	2	3	2	5.5	4.25	18.375	19	9.25	6.75	4.25	29.375	34.5	26	42	44	43.5	38	11.625	24.5	25	8.75	11.25	56.5	60	12.5	7.375	5.5	3.125	5.75	2.75	10.5	16.25	12	6.25	3.125	6	3.25	10.5
1228	915	SHP	Shetland Pony	M	6.180821918	6	N	N	3	2	3	3	5.5	3.75	14.5	14.375	6	7	5	27	36	24.5	37	43	45	39.5	13	24	24.5	10	9	56	64	12.75	7.75	5.125	2.75	5.5	2.5	10.375	13.5	11	5.75	2.75	5.875	2.75	10.25
1227	916	SHP	Shetland Pony	M	4.293150685	5	N	N	2	2	3	2	5.5	3.75	14.5	14.5	8.25	6.25	3.875	24	32	23.25	31	41.375	42.125	38.75	12.5	20	20.5	9	8.5	47.75	59	12	7.5	5.125	2.375	5.25	2.5	9	13.5	10.5	5.25	2.5	5.75	2.375	9.375
1229	917	SHP	Shetland Pony	S	30.68219178	4	N	N	2	2	3	3	5.375	3.625	14	17	8	6.5	3.875	24	34	26	36	39.25	40.75	37.75	12	22	23	10	7.5	48.5	55	11.5	8	5.75	2.75	6	2.75	10	14.25	11	6	2.375	6	2.875	9.75
1230	918	SHP	Shetland Pony	M	4.016438356	5	N	N	3	2	3	3	5.675	3.75	15.25	14.875	8.875	3.75	4	24	34	23.5	31	41.25	43	38	12.5	21	22.5	10.5	7.5	48.75	59	11.75	7.5	5.675	2.375	5.75	2.5	9.675	13.25	11.25	6	2.5	6	2.25	9.375
1231	919	SHP	Shetland Pony	M	9.419178082	7	N	N	3	3	3	4	5.5	3.5	15	17.25	7.5	5.5	4	25	34	24.25	36.5	43	44	40.25	12	21.5	22	10	9	53	66	12	8	5.625	2.75	6	2.75	10.25	13.5	11	6.25	2.5	6	2.25	10
1232	920	SHP	Shetland Pony	M	12.34246575	5	N	N	3	2	3	2	5.5	3.875	15.25	17	9	6.5	4	24	35	25	33.5	41	42	36.75	13	24	25	10	10	53	63	12.25	8	5.5	2.75	5.75	2.75	11	14.5	11.5	5.675	2.875	6	2.5	10.75
1233	921	SHP	Shetland Pony	G	6.282191781	5	N	N	3	3	3	3	6.125	4.125	15	19	8.75	7	4.125	21	34	24.5	35	43.5	44	39	11.5	21	22	11	8	50	58	12	8	5.75	2.5	6.25	2.25	10.25	15	11.75	6.375	3	6.25	2.5	10
1263	952	SHP	Shetland Pony	G	21.69863014	5	N	N	2	2	3	3	6	6.5	15	18	7	6.25	4	25	33	23	42	42	41.25	39.25	10.5	26	27	10	10.5	50	60	11	8.75	6.375	2.25	6	2.25	10.5	15	12	6.125	2.5	6	2.125	10
79	1201	SHP	Shetland Pony	M	7.816438356	7	N	N	2	3	3	3	5.875	5.5	16.5	21.5	9.375	6	5	25.25	31	26.25	42	40.875	41	41	12	24	25	12	9	59	72.25	11.875	7.25	6.5	2	7.5	2.25	11	12.875	11.25	7	3.25	7.5	3	11
1232	1202	SHP	Shetland Pony	M	12.34246575	5	N	N	3	2	3	2	5.5	3.875	15.25	17	9	6.5	4	24	35	25	33.5	41	42	36.75	13	24	25	10	10	53	63	12.25	8	5.5	2.75	5.75	2.75	11	14.5	11.5	5.675	2.875	6	2.5	10.75
1229	1203	SHP	Shetland Pony	S	30.68219178	4	N	N	2	2	3	3	5.375	3.625	14	17	8	6.5	3.875	24	34	26	36	39.25	40.75	37.75	12	22	23	10	7.5	48.5	55	11.5	8	5.75	2.75	6	2.75	10	14.25	11	6	2.375	6	2.875	9.75
79	1265	SHP	Shetland Pony	M	7.816438356	7	N	N	2	3	3	3	5.875	5.5	16.5	21.5	9.375	6	5	25.25	31	26.25	42	40.875	41	41	12	24	25	12	9	59	72.25	11.875	7.25	6.5	2	7.5	2.25	11	12.875	11.25	7	3.25	7.5	3	11
1229	1267	SHP	Shetland Pony	S	30.68219178	4	N	N	2	2	3	3	5.375	3.625	14	17	8	6.5	3.875	24	34	26	36	39.25	40.75	37.75	12	22	23	10	7.5	48.5	55	11.5	8	5.75	2.75	6	2.75	10	14.25	11	6	2.375	6	2.875	9.75
1230	1268	SHP	Shetland Pony	M	4.016438356	5	N	N	3	2	3	3	5.675	3.75	15.25	14.875	8.875	3.75	4	24	34	23.5	31	41.25	43	38	12.5	21	22.5	10.5	7.5	48.75	59	11.75	7.5	5.675	2.375	5.75	2.5	9.675	13.25	11.25	6	2.5	6	2.25	9.375
1229	1544	SHP	Shetland Pony	S	30.68219178	4	N	N	2	2	3	3	5.375	3.625	14	17	8	6.5	3.875	24	34	26	36	39.25	40.75	37.75	12	22	23	10	7.5	48.5	55	11.5	8	5.75	2.75	6	2.75	10	14.25	11	6	2.375	6	2.875	9.75
1232	1569	SHP	Shetland Pony	M	12.34246575	5	N	N	3	2	3	2	5.5	3.875	15.25	17	9	6.5	4	24	35	25	33.5	41	42	36.75	13	24	25	10	10	53	63	12.25	8	5.5	2.75	5.75	2.75	11	14.5	11.5	5.675	2.875	6	2.5	10.75
79	1877	SHP	Shetland Pony	M	7.816438356	7	N	N	2	3	3	3	5.875	5.5	16.5	21.5	9.375	6	5	25.25	31	26.25	42	40.875	41	41	12	24	25	12	9	59	72.25	11.875	7.25	6.5	2	7.5	2.25	11	12.875	11.25	7	3.25	7.5	3	11
79	1946	SHP	Shetland Pony	M	7.816438356	7	N	N	2	3	3	3	5.875	5.5	16.5	21.5	9.375	6	5	25.25	31	26.25	42	40.875	41	41	12	24	25	12	9	59	72.25	11.875	7.25	6.5	2	7.5	2.25	11	12.875	11.25	7	3.25	7.5	3	11
79	1978	SHP	Shetland Pony	M	7.816438356	7	N	N	2	3	3	3	5.875	5.5	16.5	21.5	9.375	6	5	25.25	31	26.25	42	40.875	41	41	12	24	25	12	9	59	72.25	11.875	7.25	6.5	2	7.5	2.25	11	12.875	11.25	7	3.25	7.5	3	11
15	5	SHR	Shire	M	7.567123288	8	N	N	5	5	3	5	7	6	23	27.25	14.13	11	7.5	47	53	37	62	69	68	62.5	22	38	40.13	16.25	19.25	89.5	95.13	16.25	15	10.25	4	13.5	4.5	20.75	26	19.5	11.25	4.5	12.25	4	20.5
16	7	SHR	Shire	M	9.569863014	7	N	N	4	5	3	5	8	6.5	27	30.5	15	11.5	8	43	51	38	62	69	67	62	20	42.5	44	15	17.5	87	96.25	20	15.5	11	4.5	12.5	4	22	27	20.5	12	4.5	14	3.2	23
10	13	SHR	Shire	G	3.564383562	5	N	N	4	4	3	5	8	6.25	28.75	30.5	17	12	7.25	46	58	40	61	72	70.5	63	24.5	40	41	18	17.5	83	88	21	15	10.25	5	11	4.75	23.25	27	21	11	4.75	12	4.75	23.25
13	14	SHR	Shire	G	4.567123288	7	N	N	5	5	3	5	8	6.125	23.75	28	14.5	11.5	7.625	43	53	40	64.5	70.5	70	63	20.625	37.75	39	15.75	17.5	86.5	95.75	20	15.25	9.5	5	11	4.75	19.75	25.75	20	11.125	4.25	13.25	4.125	20.125
6	16	SHR	Shire	M	8.569863014	7	N	N	4	5	3	5	9.38	6.5	27.5	30.5	15	11.38	9	46	58	39	69	75	73	65	14.5	42.5	46.5	15.5	19	94.5	101	21	15	11	4.5	14	4.25	22.13	25	20	11.75	4.5	13.63	4	23.25
785	463	SHR	Shire	G	5.235616438	5	N	N	3	5	3	5	9	7	25.5	30	14	11	7.75	41	51	40	62	72	71	66	21	39	39	15	16.5	81	89	19	14.5	11	5	12	5	21.25	27.5	20.5	12	5	12	4.5	21
788	466	SHR	Shire	M	8.276712329	4	N	N	3	5	3	4	9.25	7	25	31.5	15	12	8	45	52	40.5	61	71	67.5	63	23.5	36.5	36.5	14.75	16.5	83	90	19	15.5	12	4	15	5.5	20.5	27	21	13	4.5	14.5	5	20
800	479	SHR	Shire	G	12.59452055	4	N	N	3	5	3	5	9	7.5	25	31	15	11.5	8.75	39.5	48	42.75	64	72	66	63	21	37	40.5	15	16.5	83	90.5	21	14	12	4	15.5	5.5	23	24	21	12	4	15.5	5.5	23
884	560	SHR	Shire	G	14.43287671	7	N	N	3	5	3	5	7.5	7	26.5	29.75	14.5	11	8.75	47	59	39	70	66	66.5	62.5	15.5	40.5	42.5	15.5	20.5	88	93.25	19	15	10.25	4.75	12	4.5	21	27	20	12	5	12	4.5	20.75
925	600	SHR	Shire	M	22.3369863	6	N	N	4	4	3	3	8	5.5	27.5	29	13.75	10.5	8	35	47.5	37.5	58	66	65.5	60	21.5	31	33.25	19	16.75	82.5	94	19.5	13.5	9	5.25	10.25	4	20.75	16	19.5	10.5	4.25	10.5	4	19.5
1160	849	SHR	Shire	S	14.18082192	6	N	N	3	5	3	5	7.5	7.5	25	26	13.5	10.5	7	43	55	40	73	68	66	58.5	20	32	33	16	18	85	94	18	14.5	11.5	4	12	4	20	26	18	12.5	5	13	4	20.5
1267	956	SHR	Shire	M	10.19726027	5	N	N	3	5	3	5	9	5.5	24.5	27.5	13.75	10	8.25	38	50	37.5	74	69	73	65	20.25	36	39	15	17.5	81	90	17.75	14.5	11	4.5	15.25	4.25	21.25	23.5	16.75	12.75	4.25	17	4	21
15	1155	SHR	Shire	M	7.567123288	8	N	N	5	5	3	5	7	6	23	27.25	14.13	11	7.5	47	53	37	62	69	68	62.5	22	38	40.13	16.25	19.25	89.5	95.13	16.25	15	10.25	4	13.5	4.5	20.75	26	19.5	11.25	4.5	12.25	4	20.5
15	1156	SHR	Shire	M	7.567123288	8	N	N	5	5	3	5	7	6	23	27.25	14.13	11	7.5	47	53	37	62	69	68	62.5	22	38	40.13	16.25	19.25	89.5	95.13	16.25	15	10.25	4	13.5	4.5	20.75	26	19.5	11.25	4.5	12.25	4	20.5
16	1159	SHR	Shire	M	9.569863014	7	N	N	4	5	3	5	8	6.5	27	30.5	15	11.5	8	43	51	38	62	69	67	62	20	42.5	44	15	17.5	87	96.25	20	15.5	11	4.5	12.5	4	22	27	20.5	12	4.5	14	3.2	23
16	1160	SHR	Shire	M	9.569863014	7	N	N	4	5	3	5	8	6.5	27	30.5	15	11.5	8	43	51	38	62	69	67	62	20	42.5	44	15	17.5	87	96.25	20	15.5	11	4.5	12.5	4	22	27	20.5	12	4.5	14	3.2	23
10	1171	SHR	Shire	G	3.564383562	5	N	N	4	4	3	5	8	6.25	28.75	30.5	17	12	7.25	46	58	40	61	72	70.5	63	24.5	40	41	18	17.5	83	88	21	15	10.25	5	11	4.75	23.25	27	21	11	4.75	12	4.75	23.25
10	1172	SHR	Shire	G	3.564383562	5	N	N	4	4	3	5	8	6.25	28.75	30.5	17	12	7.25	46	58	40	61	72	70.5	63	24.5	40	41	18	17.5	83	88	21	15	10.25	5	11	4.75	23.25	27	21	11	4.75	12	4.75	23.25
13	1173	SHR	Shire	G	4.567123288	7	N	N	5	5	3	5	8	6.125	23.75	28	14.5	11.5	7.625	43	53	40	64.5	70.5	70	63	20.625	37.75	39	15.75	17.5	86.5	95.75	20	15.25	9.5	5	11	4.75	19.75	25.75	20	11.125	4.25	13.25	4.125	20.125
13	1174	SHR	Shire	G	4.567123288	7	N	N	5	5	3	5	8	6.125	23.75	28	14.5	11.5	7.625	43	53	40	64.5	70.5	70	63	20.625	37.75	39	15.75	17.5	86.5	95.75	20	15.25	9.5	5	11	4.75	19.75	25.75	20	11.125	4.25	13.25	4.125	20.125
6	1175	SHR	Shire	M	8.569863014	7	N	N	4	5	3	5	9.38	6.5	27.5	30.5	15	11.38	9	46	58	39	69	75	73	65	14.5	42.5	46.5	15.5	19	94.5	101	21	15	11	4.5	14	4.25	22.13	25	20	11.75	4.5	13.63	4	23.25
6	1176	SHR	Shire	M	8.569863014	7	N	N	4	5	3	5	9.38	6.5	27.5	30.5	15	11.38	9	46	58	39	69	75	73	65	14.5	42.5	46.5	15.5	19	94.5	101	21	15	11	4.5	14	4.25	22.13	25	20	11.75	4.5	13.63	4	23.25
1532	1219	SHR	Shire	M	17.67123288	8	N	N	5	5	4	5	6.75	7.5	26.25	28.25	15	11	6.75	48	58.5	36.5	75	73.5	70	66	20	36	36.75	17	18.5	94	103	22	14.5	11.25	5.25	15	4.25	24	26.5	17	13.5	5.5	15.5	4.25	23.5
884	1571	SHR	Shire	G	14.43287671	7	N	N	3	5	3	5	7.5	7	26.5	29.75	14.5	11	8.75	47	59	39	70	66	66.5	62.5	15.5	40.5	42.5	15.5	20.5	88	93.25	19	15	10.25	4.75	12	4.5	21	27	20	12	5	12	4.5	20.75
6	1735	SHR	Shire	M	8.569863014	7	N	N	4	5	3	5	9.38	6.5	27.5	30.5	15	11.38	9	46	58	39	69	75	73	65	14.5	42.5	46.5	15.5	19	94.5	101	21	15	11	4.5	14	4.25	22.13	25	20	11.75	4.5	13.63	4	23.25
15	1886	SHR	Shire	M	7.567123288	8	N	N	5	5	3	5	7	6	23	27.25	14.13	11	7.5	47	53	37	62	69	68	62.5	22	38	40.13	16.25	19.25	89.5	95.13	16.25	15	10.25	4	13.5	4.5	20.75	26	19.5	11.25	4.5	12.25	4	20.5
1111	793	SMS	Spotted Mountain Saddle Horse	M	16.44109589	5	N	N	3	2	3	2	7	6.5	21.5	23.25	11	7.75	4.25	37	45.5	28	49	56	55.75	54	15.5	35	35.25	13	13	68	79	15	10.5	7	3.75	7	3.75	13.25	18	16	8	4	7.25	3.5	13
4780	1911	SOR	Sorraia	S	11.27123288	7	N	N	5	1	3	2	6.5	7	22	24	11.5	8	5	37	48	32	69	59	59	54	16	30	31	15	15	71	80	18	13	7.75	5	7.5	4	13.5	25	17	8	5	7.5	4	13.5
708	390	SPH	Sport Horse	G	11.43013699	8	N	N	3	4	3	4	7.25	6.5	24.75	25.75	13.5	9.5	8	39	49	36.5	59	61	61.5	60	19	35	36.5	14.5	16	81	92	19	13	8.75	5	9	3.5	15.75	22.5	18	10	4.5	10.25	3	16.5
802	481	SPH	Sport Horse	S	19.10410959	5	N	N	3	2	3	3	6.5	5.25	22.5	24	11.75	9.5	6.75	41	50.5	33.75	53	67.5	66	60	20.75	35.5	37.5	12.75	10	75	80	15.25	14	8.5	4	8.25	4.5	15.5	25	19	9.5	4.5	9.75	4	15.5
805	483	SPH	Sport Horse	S	17.29589041	3	N	N	3	2	3	2	6.5	5.5	23.75	23.25	11.5	10.5	6.5	38	53.5	35.5	51.5	65.5	64.5	61.5	22.75	34	35	12	11	73.5	74.5	16.25	13.25	8.5	4.75	8	3.75	15.5	23.5	18.5	9.25	5.75	8.75	3.75	15.75
807	484	SPH	Sport Horse	M	22.24931507	5	N	N	3	2	3	3	6.25	5.75	22.75	25.5	11	11.25	7	40	50	33	52.25	61.5	61	58.5	20.75	35	36	12	13	78.75	90.75	17.25	13	8	4	8	3.5	14.75	24.5	17.5	8.75	4	8.5	3.5	14.25
809	487	SPH	Sport Horse	S	3.964383562	5	N	N	3	2	3	3	7	5.75	21.25	24	12.25	9.5	7	43	50.5	34	55	62.75	62	57	18.75	34	35	13.5	13	71	78.25	17.25	13	8	4.25	8	3.25	14.25	25.5	18.25	8.5	4	8.25	3.5	14
1362	1061	SPR	Spanish PRE	S	11.55342466	6	N	N	3	3	3	3	6.25	7.5	21	23.5	12.5	9	6	40	50	31.5	51	61.5	61	56.25	21	34	36	15	16.5	74.5	79	16.5	13	8.25	4.5	8	3.5	14.75	20	18	8.75	4.25	8.125	3.5	14.625
1363	1062	SPR	Spanish PRE	M	12.6	4	N	N	2	3	3	3	6.25	6	20.5	23.5	12.75	8.5	6.75	37	45	31	47.5	59.125	59.125	52.75	20	33.5	34.5	14.5	13.5	70.75	73.25	17.5	12	7.625	4.125	7.5	3.25	14.25	20.5	17.5	8.5	4	7.75	3.25	13.875
326	128	STB	Standardbred	G	19.30136986	5	N	N	4	2	3	4	7.25	6.25	24.25	26	13.38	9.25	8	41	48	31.5	52	60.5	59.5	56.5	24.5	33	34	15	16.5	71.38	80.5	17.25	15.25	8.5	5	8.25	3.25	15.75	22.5	19.5	8.88	5	8.5	3.13	16
655	342	STB	Standardbred	G	7.197260274	5	N	N	3	1	3	3	6.75	5	23.5	26.25	13	9.75	7	39.5	51.25	32	48	64.25	64.5	61.5	22.125	37	37.5	13.25	16.125	74	76	17.5	12.75	8.125	4.25	7.5	4	15	22.25	18.25	8.75	4.25	8.125	3.75	15
721	403	STB	Standardbred	G	15.1260274	6	N	N	3	3	3	3	7	5.5	22	24.5	12.75	8	6.5	40	48.75	33	52	63	63	58	21	34	34.75	14.5	15	78	85	18	12.75	8	4.5	7.5	3	15	23.5	18	9	4.5	8.25	3	14.75
722	404	STB	Standardbred	G	20.15342466	7	N	N	3	3	3	3	7	6.75	23.5	25	13.5	9.5	7	40	48.75	34	56	62	61.5	58	19	37	38.25	14.5	16.25	77	90	17	12	8.5	4	7.75	2.75	15.25	20	17	9	4.25	8.75	3	15
872	548	STB	Standardbred	M	8.323287671	3	N	N	3	2	3	2	6.375	4.875	22	24	12.5	9.375	7.625	37	46	30.5	45.25	62.5	61.5	59	20.25	36.625	37.375	13.75	14	69.375	75.25	18.375	12.25	7.25	4	8	3.75	14.25	23.25	17	8.75	4	8.125	4	14
873	549	STB	Standardbred	M	9.564383562	7	N	N	3	2	3	2	6.75	7	25	27	13.5	9.75	7.5	41	48.5	32.5	58	61	60	58	19.5	33.5	34	14	15.5	75.75	81.75	17.5	13	7.5	4.75	7.5	4.125	14.375	23	18.5	8.75	4.75	8.75	3.75	14.5
874	550	STB	Standardbred	M	16.23287671	6	N	N	3	2	3	2	6.25	6.25	23.75	25.75	13.5	9.5	7	37	46	30	54	60	60	56.5	20.25	32.5	33.25	12.75	15	73.25	80.25	17.25	12.5	7.5	4.25	9.5	4	14.75	21	18	8.25	4.25	7.5	3.75	14.25
876	552	STB	Standardbred	G	9.104109589	5	N	N	3	1	3	2	6.75	6.125	22	26.75	12.75	9.875	7.75	40	47.375	31.375	55	62	61.5	58	19.25	36.375	36.75	15.75	15.25	73	74.625	17.75	12.125	7.75	4.625	7.25	3.875	13.875	20.25	17.625	8.5	4.125	7.75	3.625	14.125
1033	701	STB	Standardbred	S	23.62191781	3	N	N	3	2	1	3	7.75	4.375	21.875	24.25	13.875	9.375	6	39	46	28.5	47	60.5	60.5	58.5	19.25	33	33.5	11.5	16	67.5	74	17.5	12.5	7.625	6	7.375	3.75	13.875	23	17	8.625	5.5	8	3.875	14.5
1359	1058	STB	Standardbred	M	17.94794521	6	N	N	3	3	3	3	6.25	5	21	24	13	9.5	6	39	49	30.875	49	63.875	61.625	57.25	18	35	36	13.5	15.5	77.875	81.375	18	12.75	8.125	4.25	7.875	3.75	14.375	20.25	17.5	8.75	4.25	8.125	3.625	14
1728	1388	STB	Standardbred	M	14.07123288	5	N	N	4	1	2	2	6.88	4.5	22.5	24.88	12.63	9.38	6.75	39.75	47	31.5	54	59.5	60.75	58	18.5	34.5	35	14	15.38	73.5	87.75	17.63	13	7.75	4	7.5	3.38	13.75	22.25	18	8.75	4	8	3.5	13.63
1729	1389	STB	Standardbred	M	13.06849315	5	N	N	3	1	3	2	7	5.75	20.5	24.5	12	8.75	6	32	42	28.75	49.5	57.5	57.5	53.5	19	35.25	36.25	13	13.5	69	73.63	17.13	11.5	7.75	4.38	7.25	2.88	12.75	19.13	17	7.88	4	7.5	2.88	13
1778	1436	STB	Standardbred	M	23.91780822	4	N	N	4	2	3	3	7.13	5.25	21.38	24.25	12.88	10	7.25	39.25	45.5	27.63	46	59.75	62.25	56.5	19.75	36.88	37.75	13	14.63	72.13	80.5	17.38	13.25	8.5	3.63	8.75	3.5	14.88	21.5	17.63	8.75	4	8.13	2.88	14.5
1779	1437	STB	Standardbred	M	17.09041096	5	N	N	3	1	3	2	7.25	5.13	22	24.5	13.13	9.75	7.13	38.5	50.5	30.5	50	64.5	64.25	59.5	20.75	38.5	39.38	15.5	16.75	78.25	87	17	13.25	8	4.25	8.25	3.75	15.88	22	17.5	9.25	4	8.13	3.75	15.88
1780	1438	STB	Standardbred	M	19.01917808	6	N	N	4	1	3	3	7	5.63	22.75	26	13.38	10.38	7.5	40	49	32	56	65	64.5	58	21	38.63	39.5	16	16.38	84.75	89.75	18.63	14	8.25	4.25	8	3.5	16	22.25	17.63	9	4.25	8.38	3.75	16.88
1781	1439	STB	Standardbred	M	19.84657534	6	N	N	3	1	3	2	7	5.5	20.5	24.75	12.75	9.25	7	39.5	47.75	29	51	60	61	57.5	19	36	36.88	13.88	16.5	77.25	87.75	18.13	12	7.75	4	7.5	3.5	14.5	22.5	18	8.5	4	8	3.63	14.75
1782	1440	STB	Standardbred	M	11.91506849	6	N	N	3	2	3	2	6.5	5	20.38	23.5	11.75	8.63	5.63	37.75	48.13	29	53	59.5	60.25	56.5	17.75	34	34.5	13.75	14.25	71.13	79	17	12.5	7.5	3.88	7.25	3.38	13.25	20.75	16.25	8	4	7.5	3.13	15.25
1783	1441	STB	Standardbred	M	18.66849315	6	N	N	3	1	3	2	7.13	5.38	21.25	24.25	12.88	9.13	7	38	47.25	30	48	60.63	62.5	55.75	20.13	35.13	35.88	15	15.38	73	81	17.13	12.63	7.5	3.63	7.13	3.88	14.5	20.38	17.25	8.38	4.5	7.75	3.5	14.88
1784	1442	STB	Standardbred	M	14.82465753	6	N	N	3	2	3	3	7.25	5.75	22.5	26.25	13.63	10	7.63	42.5	48.75	32.5	57.13	64.25	65.25	60.5	20.38	39.63	40.63	13	15.5	79	86.13	18.25	12.25	8.75	4.25	8.5	4	16.25	23.13	19	9.38	4.5	8.5	3.75	16
1785	1443	STB	Standardbred	M	6.005479452	6	N	N	3	2	3	3	7.38	6	22	26.5	13.5	10.63	7.25	40	48.25	33.5	54	62.63	63.88	60.25	21.38	37	37.63	15.5	15.25	77.75	85	18.5	13.25	7.75	4	7.88	3.25	15.5	22.5	18	8.25	4.13	8.38	3.5	16
1786	1444	STB	Standardbred	M	21.87123288	4	N	N	3	1	3	3	7.5	6	22.5	25.5	14	10.5	6.88	40.5	49.5	31.25	54	63.5	61.75	59.25	21.5	37.5	38.5	15	14.75	76.5	85.25	17.75	13.5	8.13	4.38	8.13	3.63	15.88	23.5	18	9.25	4.75	8.63	3.38	15.88
1787	1445	STB	Standardbred	M	3.778082192	5	N	N	3	1	3	2	6.63	5.75	21.25	24.25	12.63	10	7.25	40.75	50.75	30	49	64	64	60.25	21.63	37.63	38.38	15.5	14.25	71.63	75.5	19.13	13.25	7.75	4.25	7.25	3.38	14	23.5	18.38	8.5	4.38	7.75	3.38	13.63
1788	1446	STB	Standardbred	M	3.753424658	5	N	N	4	1	3	2	7.5	5.13	23.5	27.5	13.5	10.13	7.13	41	50	30	52	64.25	62.75	59	20.13	36.38	37.13	16	14.88	73.75	75.75	17.63	13	8	4.25	7.75	3.5	14.88	22	17.5	9	4	8	3.63	15
